customer_id,registration_date,country,age_group,customer_segment,acquisition_channel,loyalty_member,loyalty_join_date
CUS-00785,2024-11-16,Poland,55+,New,Organic,False,
CUS-00786,2025-11-24,United Kingdom,18-24,Active,Email,False,
CUS-00787,2023-08-13,Germany,18-24,Active,Paid Search,False,
CUS-00788,2025-11-26,Germany,35-44,Active,Organic,True,2026-05-03
CUS-00789,2023-12-14,Poland,35-44,New,Organic,False,
CUS-00790,2024-07-06,Poland,45-54,At Risk,Organic,True,2026-04-20
CUS-00791,2024-01-15,Spain,45-54,Active,Organic,False,
CUS-00792,2025-07-08,Spain,18-24,Active,Paid Search,False,
CUS-00793,2024-01-21,United Kingdom,25-34,Active,Paid Search,True,2024-09-16
CUS-00794,2025-09-04,Poland,25-34,New,Organic,False,
CUS-00795,2024-10-18,Germany,25-34,At Risk,Organic,True,2025-11-17
CUS-00796,2024-09-19,Poland,35-44,New,Paid Social,True,2025-08-07
CUS-00797,2025-08-10,Germany,25-34,New,Paid Search,False,
CUS-00798,2025-07-25,Germany,55+,New,Email,False,
CUS-00799,2024-08-04,Poland,25-34,At Risk,Organic,False,
CUS-00800,2025-07-01,Germany,25-34,New,Organic,True,2026-01-31
CUS-00801,2024-03-03,Spain,25-34,High Value,Paid Social,True,2025-10-19
CUS-00802,2024-05-14,Poland,25-34,New,Paid Social,False,
CUS-00803,2026-02-08,Spain,18-24,Active,Paid Social,True,2026-05-17
CUS-00804,2024-02-20,Germany,18-24,Active,Referral,True,2024-06-07
CUS-00805,2024-09-24,Poland,55+,New,Referral,False,
CUS-00806,2025-04-27,United Kingdom,35-44,At Risk,Email,False,
CUS-00807,2024-12-31,Germany,35-44,Active,Organic,True,2026-01-29
CUS-00808,2024-09-10,United Kingdom,25-34,Active,Referral,True,2026-06-09
CUS-00809,2023-07-26,Poland,55+,Active,Paid Search,False,
CUS-00810,2024-10-04,Poland,25-34,Active,Referral,True,2026-04-20
CUS-00811,2024-10-28,Germany,25-34,At Risk,Referral,False,
CUS-00812,2026-01-19,Spain,25-34,At Risk,Referral,True,2026-05-11
CUS-00813,2026-05-13,Poland,35-44,At Risk,Organic,False,
CUS-00814,2025-08-21,United Kingdom,55+,High Value,Organic,True,2025-10-17
CUS-00815,2025-06-15,Poland,25-34,Active,Organic,False,
CUS-00816,2025-11-05,Germany,25-34,Active,Paid Search,False,
CUS-00817,2025-08-13,United Kingdom,25-34,Active,Paid Social,True,2025-12-25
CUS-00818,2024-12-20,Germany,18-24,At Risk,Organic,False,
CUS-00819,2025-11-26,United Kingdom,25-34,New,Organic,False,
CUS-00820,2025-11-13,Germany,35-44,Active,Email,False,
CUS-00821,2025-02-27,Germany,25-34,Active,Email,False,
CUS-00822,2025-06-29,United Kingdom,55+,New,Paid Social,False,
CUS-00823,2024-12-03,United Kingdom,35-44,Active,Referral,False,
CUS-00824,2024-05-11,Spain,25-34,Active,Paid Search,False,
CUS-00825,2024-07-27,Spain,25-34,At Risk,Email,False,
CUS-00826,2025-12-27,Germany,45-54,New,Email,False,
CUS-00827,2025-03-08,Poland,35-44,High Value,Paid Social,True,2025-09-05
CUS-00828,2025-04-21,Spain,45-54,New,Referral,False,
CUS-00829,2023-09-28,Poland,25-34,Active,Paid Search,False,
CUS-00830,2024-11-28,United Kingdom,25-34,Active,Paid Search,True,2026-06-29
CUS-00831,2025-07-26,Poland,35-44,New,Paid Social,False,
CUS-00832,2025-03-06,Poland,35-44,New,Organic,False,
CUS-00833,2025-03-13,Spain,25-34,Active,Paid Social,True,2025-07-09
CUS-00834,2025-08-30,Poland,35-44,New,Paid Search,True,2025-09-13
CUS-00835,2024-02-04,Spain,25-34,At Risk,Referral,False,
CUS-00836,2025-09-10,Spain,35-44,Active,Email,False,
CUS-00837,2026-01-24,United Kingdom,35-44,High Value,Email,True,2026-03-29
CUS-00838,2023-12-25,Poland,18-24,At Risk,Paid Search,True,2025-11-07
CUS-00839,2023-12-24,Germany,45-54,New,Organic,False,
CUS-00840,2025-10-17,Spain,25-34,Active,Organic,True,2026-04-12
CUS-00841,2023-08-15,Poland,35-44,New,Referral,False,
CUS-00842,2024-03-02,Poland,25-34,High Value,Organic,True,2025-11-28
CUS-00843,2026-05-05,Poland,18-24,High Value,Paid Social,True,2026-05-19
CUS-00844,2023-11-16,Poland,55+,New,Paid Social,False,
CUS-00845,2025-07-21,Poland,25-34,New,Organic,True,2026-05-20
CUS-00846,2024-09-06,Poland,35-44,At Risk,Organic,False,
CUS-00847,2024-12-29,United Kingdom,45-54,At Risk,Organic,True,2026-04-27
CUS-00848,2025-03-31,Spain,35-44,New,Paid Social,False,
CUS-00849,2026-04-27,Germany,35-44,High Value,Referral,False,
CUS-00850,2023-11-24,Poland,25-34,Active,Referral,False,
CUS-00851,2024-12-14,Poland,35-44,Active,Referral,True,2026-05-21
CUS-00852,2025-10-28,Germany,55+,New,Organic,True,2026-03-24
CUS-00853,2024-11-25,Poland,45-54,At Risk,Paid Social,False,
CUS-00854,2026-03-22,United Kingdom,45-54,Active,Referral,False,
CUS-00855,2025-08-19,United Kingdom,45-54,At Risk,Organic,False,
CUS-00856,2025-11-09,Spain,25-34,New,Referral,False,
CUS-00857,2023-09-16,Germany,18-24,New,Email,False,
CUS-00858,2026-03-08,Poland,55+,New,Paid Social,False,
CUS-00859,2023-11-06,Poland,35-44,New,Referral,True,2024-11-04
CUS-00860,2026-03-29,Germany,35-44,Active,Paid Social,False,
CUS-00861,2026-06-20,Spain,25-34,Active,Organic,False,
CUS-00862,2024-10-11,Poland,55+,New,Paid Social,False,
CUS-00863,2024-07-10,Poland,45-54,Active,Organic,False,
CUS-00864,2023-12-10,United Kingdom,45-54,Active,Paid Search,False,
CUS-00865,2025-05-27,Germany,18-24,At Risk,Organic,False,
CUS-00866,2023-12-22,United Kingdom,45-54,Active,Email,True,2024-05-26
CUS-00867,2025-06-11,Poland,35-44,New,Referral,False,
CUS-00868,2024-04-06,Poland,35-44,New,Referral,True,2025-07-15
CUS-00869,2023-09-05,Germany,25-34,New,Referral,False,
CUS-00870,2023-10-02,Spain,35-44,At Risk,Referral,False,
CUS-00871,2024-12-07,United Kingdom,18-24,New,Email,True,2025-01-19
CUS-00872,2024-10-20,Poland,35-44,High Value,Referral,False,
CUS-00873,2025-01-29,United Kingdom,55+,New,Referral,False,
CUS-00874,2025-02-24,Germany,18-24,New,Paid Search,False,
CUS-00875,2025-05-22,Germany,25-34,Active,Paid Social,True,2025-09-12
CUS-00876,2024-08-05,Poland,55+,New,Organic,False,
CUS-00877,2025-10-25,Poland,35-44,Active,Referral,True,2026-04-03
CUS-00878,2025-12-18,Poland,45-54,At Risk,Paid Social,False,
CUS-00879,2026-06-16,Germany,35-44,New,Paid Search,False,
CUS-00880,2024-04-27,United Kingdom,25-34,Active,Referral,True,2025-01-16
CUS-00881,2024-04-19,Poland,25-34,High Value,Paid Search,True,2024-08-19
CUS-00882,2026-02-23,Poland,45-54,Active,Organic,False,
CUS-00883,2025-03-08,United Kingdom,25-34,Active,Organic,True,2026-07-02
CUS-00884,2026-06-18,Poland,18-24,High Value,Paid Social,True,2026-06-29
CUS-00885,2025-09-03,Germany,25-34,Active,Paid Social,True,2026-04-17
CUS-00886,2024-03-01,Poland,25-34,Active,Organic,True,2025-02-24
CUS-00887,2025-07-08,United Kingdom,25-34,Active,Paid Social,False,
CUS-00888,2026-04-08,Poland,25-34,Active,Paid Search,False,
CUS-00889,2024-08-20,Spain,55+,New,Organic,False,
CUS-00890,2025-07-05,Germany,35-44,Active,Organic,True,2025-10-12
CUS-00891,2026-05-23,United Kingdom,35-44,At Risk,Paid Social,False,
CUS-00892,2023-08-06,Germany,18-24,Active,Referral,True,2025-07-28
CUS-00893,2024-10-11,Poland,55+,Active,Organic,False,
CUS-00894,2026-06-09,United Kingdom,55+,New,Organic,False,
CUS-00895,2025-11-18,Germany,18-24,At Risk,Paid Search,True,2026-01-18
CUS-00896,2023-11-14,Poland,45-54,High Value,Email,True,2025-09-30
CUS-00897,2025-01-09,United Kingdom,25-34,Active,Email,False,
CUS-00898,2026-01-20,Poland,25-34,Active,Paid Social,False,
CUS-00899,2024-10-29,Spain,18-24,Active,Organic,False,
CUS-00900,2026-04-10,Germany,45-54,Active,Referral,False,
CUS-00901,2025-05-12,Germany,35-44,New,Organic,False,
CUS-00902,2024-08-14,Poland,45-54,Active,Paid Search,False,
CUS-00903,2025-07-01,Spain,18-24,Active,Organic,False,
CUS-00904,2024-11-03,Poland,45-54,Active,Organic,False,
CUS-00905,2024-05-27,United Kingdom,45-54,New,Referral,False,
CUS-00906,2025-03-11,United Kingdom,25-34,Active,Paid Social,False,
CUS-00907,2025-08-11,United Kingdom,35-44,High Value,Paid Social,True,2025-09-21
CUS-00908,2024-07-25,Spain,18-24,New,Paid Search,False,
CUS-00909,2025-03-06,Spain,35-44,New,Paid Search,True,2026-05-24
CUS-00910,2025-01-30,Poland,45-54,Active,Organic,False,
CUS-00911,2025-12-31,Poland,35-44,New,Organic,False,
CUS-00912,2024-10-24,United Kingdom,18-24,High Value,Referral,False,
CUS-00913,2024-10-23,Poland,45-54,At Risk,Organic,True,2024-11-09
CUS-00914,2026-05-10,Poland,35-44,High Value,Paid Social,False,
CUS-00915,2025-03-28,Poland,25-34,Active,Referral,False,
CUS-00916,2024-09-21,Poland,35-44,New,Organic,False,
CUS-00917,2023-08-04,United Kingdom,55+,High Value,Paid Social,False,
CUS-00918,2025-12-18,Spain,35-44,High Value,Email,True,2026-01-06
CUS-00919,2026-02-19,United Kingdom,25-34,New,Organic,False,
CUS-00920,2025-09-01,Poland,25-34,At Risk,Paid Search,False,
CUS-00921,2024-10-09,Spain,35-44,Active,Paid Social,False,
CUS-00922,2024-07-14,Poland,18-24,Active,Email,False,
CUS-00923,2026-02-20,United Kingdom,35-44,At Risk,Paid Search,False,
CUS-00924,2025-01-20,Germany,25-34,Active,Paid Social,True,2025-07-09
CUS-00925,2026-04-06,Germany,55+,New,Organic,False,
CUS-00926,2024-05-13,Poland,25-34,Active,Organic,False,
CUS-00927,2026-03-13,Poland,25-34,Active,Paid Social,False,
CUS-00928,2024-08-15,United Kingdom,25-34,New,Organic,False,
CUS-00929,2026-06-09,Germany,18-24,New,Organic,True,2026-07-15
CUS-00930,2026-05-12,Poland,25-34,At Risk,Paid Search,False,
CUS-00931,2026-06-14,Poland,18-24,At Risk,Paid Search,False,
CUS-00932,2024-02-20,Poland,35-44,At Risk,Organic,False,
CUS-00933,2026-03-24,Germany,18-24,High Value,Paid Social,False,
CUS-00934,2023-12-20,Poland,45-54,Active,Organic,False,
CUS-00935,2026-03-23,Poland,25-34,New,Paid Social,False,
CUS-00936,2026-04-22,Poland,18-24,New,Email,False,
CUS-00937,2023-09-22,United Kingdom,45-54,At Risk,Email,True,2025-01-13
CUS-00938,2025-06-06,Germany,45-54,Active,Referral,True,2025-07-01
CUS-00939,2026-01-08,United Kingdom,45-54,Active,Paid Search,True,2026-05-29
CUS-00940,2024-02-12,Germany,35-44,High Value,Referral,True,2024-07-01
CUS-00941,2024-10-23,Poland,25-34,At Risk,Organic,False,
CUS-00942,2024-12-11,Poland,25-34,Active,Paid Search,True,2026-07-14
CUS-00943,2025-04-28,Germany,55+,High Value,Paid Social,True,2025-09-11
CUS-00944,2024-05-29,Germany,35-44,New,Organic,False,
CUS-00945,2024-02-13,Poland,35-44,Active,Organic,False,
CUS-00946,2025-11-06,Poland,35-44,Active,Paid Search,False,
CUS-00947,2025-02-10,Poland,25-34,Active,Email,False,
CUS-00948,2025-10-24,Poland,18-24,High Value,Paid Social,True,2026-05-06
CUS-00949,2024-09-18,United Kingdom,25-34,New,Organic,False,
CUS-00950,2024-04-03,Germany,45-54,New,Organic,False,
CUS-00951,2024-08-25,Poland,35-44,New,Email,False,
CUS-00952,2025-08-09,Spain,18-24,Active,Email,False,
CUS-00953,2024-10-23,Spain,35-44,Active,Paid Search,False,
CUS-00954,2024-12-30,Germany,25-34,Active,Referral,False,
CUS-00955,2024-01-17,Poland,25-34,Active,Organic,True,2026-01-13
CUS-00956,2023-11-16,Poland,25-34,New,Paid Social,False,
CUS-00957,2024-02-26,Spain,35-44,Active,Email,False,
CUS-00958,2024-07-07,United Kingdom,18-24,At Risk,Paid Social,False,
CUS-00959,2026-06-07,Poland,55+,Active,Paid Search,True,2026-07-12
CUS-00960,2026-06-04,Germany,45-54,New,Referral,False,
CUS-00961,2025-03-31,Poland,35-44,Active,Referral,True,2026-06-06
CUS-00962,2025-02-10,Germany,25-34,High Value,Paid Social,True,2025-04-21
CUS-00963,2025-03-26,Germany,55+,Active,Paid Search,False,
CUS-00964,2023-08-13,Germany,35-44,New,Paid Social,False,
CUS-00965,2024-09-05,United Kingdom,45-54,High Value,Paid Search,True,2025-10-26
CUS-00966,2024-01-30,Poland,45-54,Active,Email,True,2026-01-05
CUS-00967,2025-02-14,United Kingdom,45-54,Active,Paid Search,True,2026-07-21
CUS-00968,2026-06-01,Poland,18-24,At Risk,Organic,True,2026-06-26
CUS-00969,2026-01-16,Poland,25-34,At Risk,Paid Search,False,
CUS-00970,2025-03-05,United Kingdom,18-24,Active,Referral,True,2026-07-13
CUS-00971,2025-02-19,United Kingdom,18-24,New,Organic,False,
CUS-00972,2024-01-07,Germany,18-24,At Risk,Organic,False,
CUS-00973,2026-06-05,Poland,45-54,Active,Paid Social,False,
CUS-00974,2024-07-20,Poland,25-34,New,Paid Social,False,
CUS-00975,2025-07-24,United Kingdom,35-44,Active,Paid Social,True,2025-08-02
CUS-00976,2026-03-11,United Kingdom,25-34,Active,Paid Search,True,2026-06-28
CUS-00977,2024-12-13,Germany,25-34,New,Email,False,
CUS-00978,2026-02-24,United Kingdom,25-34,At Risk,Email,True,2026-04-07
CUS-00979,2026-04-24,Poland,25-34,New,Paid Social,False,
CUS-00980,2023-10-29,Germany,55+,Active,Referral,True,2026-07-12
CUS-00981,2025-07-13,Poland,45-54,Active,Referral,True,2026-07-01
CUS-00982,2024-11-03,Poland,35-44,Active,Organic,False,
CUS-00983,2026-04-26,Poland,55+,New,Paid Search,False,
CUS-00984,2025-04-17,United Kingdom,55+,At Risk,Paid Search,False,
CUS-00985,2024-01-20,Poland,45-54,Active,Paid Search,True,2024-08-24
CUS-00986,2023-10-01,Germany,45-54,Active,Organic,True,2023-11-27
CUS-00987,2024-11-06,United Kingdom,25-34,High Value,Paid Social,True,2025-11-23
CUS-00988,2024-01-19,United Kingdom,35-44,New,Organic,False,
CUS-00989,2023-12-20,Germany,55+,At Risk,Paid Social,True,2024-12-18
CUS-00990,2025-11-04,United Kingdom,35-44,At Risk,Paid Social,False,
CUS-00991,2024-02-18,Poland,55+,New,Organic,False,
CUS-00992,2025-03-17,Poland,25-34,New,Referral,False,
CUS-00993,2025-06-26,Germany,25-34,New,Organic,False,
CUS-00994,2025-02-18,Poland,18-24,New,Paid Social,False,
CUS-00995,2026-05-29,Poland,45-54,Active,Paid Social,True,2026-07-20
CUS-00996,2025-05-04,Poland,45-54,Active,Email,False,
CUS-00997,2026-01-20,Poland,25-34,At Risk,Paid Search,True,2026-06-13
CUS-00998,2024-03-19,Poland,55+,Active,Organic,False,
CUS-00999,2025-04-27,United Kingdom,25-34,New,Paid Social,False,
CUS-01000,2026-05-05,Germany,25-34,New,Paid Social,False,
